movie_title,release_date,genre,mpaa_rating,total_gross,inflation_adjusted_gross,poster_url
The Incredibles,2004-11-05,Adventure,PG,261441092,354488708,https://image.tmdb.org/t/p/w200/2LqaLgk4Z226KkgPJuiOQ58wvrm.jpg
National Treasure,2004-11-19,Adventure,PG,173005002,234069353,https://image.tmdb.org/t/p/w200/pxL6E4GBOPUG6CdkO9cUQN5VMwI.jpg
The Life Aquatic with Steve Zissou,2004-12-10,Comedy,R,24006726,32198655,https://image.tmdb.org/t/p/w200/qZoFLNBC78jzboWeDH6Ha0qavF2.jpg
Aliens of the Deep,2005-01-28,Documentary,G,8968684,11740942,https://image.tmdb.org/t/p/w200/fr93LZw0vilOK42vbWCgtekyMpQ.jpg
Pooh's Heffalump Movie,2005-02-11,Adventure,G,18098433,23801835,https://image.tmdb.org/t/p/w200/5kd5JqccroxOnC9sVMP5NtLrbkr.jpg
The Pacifier,2005-03-04,Comedy,PG,113006880,148619029,https://image.tmdb.org/t/p/w200/ayVLPibrtazh7U5FliWRLDMmG3d.jpg
Ice Princess,2005-03-18,Comedy,G,24381334,32064685,https://image.tmdb.org/t/p/w200/oLWeyvu0ZJrpxDsRrzsMeaGzyZp.jpg
A Lot Like Love,2005-04-22,Comedy,PG-13,21835784,28716947,https://image.tmdb.org/t/p/w200/6xrF9zwEbYiYBOalMO14RAWBLLj.jpg
The Hitchhiker's Guide to the Galaxy,2005-04-29,Comedy,PG,51019112,67096891,https://image.tmdb.org/t/p/w200/yr9A3KGQlxBh3yW0cmglsr8aMIz.jpg
Hauru no ugoku shiro,2005-06-10,Adventure,PG,4710455,6194870,https://image.tmdb.org/t/p/w200/13kOl2v0nD2OLbVSHnHk8GUFEhO.jpg
Herbie: Fully Loaded,2005-06-22,Comedy,G,66010682,86812798,https://image.tmdb.org/t/p/w200/7lTfTZ8CDfXw09eAv3OOvsbCVgs.jpg
Dark Water,2005-07-08,Thriller/Suspense,PG-13,25473093,33500491,https://image.tmdb.org/t/p/w200/iSq6J55RFLfwcceDKxYtMjOr1sz.jpg
Sky High,2005-07-29,Adventure,PG,63939454,84088854,https://image.tmdb.org/t/p/w200/nBB0XNMwvYvWpo67EcxQqKMoMKf.jpg
Valiant,2005-08-19,Adventure,G,19478106,25616292,https://image.tmdb.org/t/p/w200/vY6WRn3vwjZq5Y1B2E4pmzJr1kF.jpg
Flightplan,2005-09-23,Thriller/Suspense,PG-13,89706988,117960425,https://image.tmdb.org/t/p/w200/oNjZFzbe7PfF3TxztNHDkinOPyB.jpg
The Greatest Game Ever Played,2005-09-30,Drama,PG,15331289,20162672,https://image.tmdb.org/t/p/w200/kh4vd6wKa6j9xVFzxhQrsT0p2YN.jpg
Shopgirl,2005-10-21,Drama,R,10284523,13519621,https://image.tmdb.org/t/p/w200/mEpnYHytC1MuLECf4N0g4Xql2t8.jpg
Chicken Little,2005-11-04,Adventure,G,135386665,177954661,https://image.tmdb.org/t/p/w200/ic7HarXbjPE1lCdHGavGA8VLtmy.jpg
"The Chronicles of Narnia: The Lion, t…",2005-12-09,Adventure,PG,291710957,381557539,
Casanova,2005-12-25,Drama,R,11304403,14574087,https://image.tmdb.org/t/p/w200/pp237jqOnlLojQfvCgJHv5yZofL.jpg
Glory Road,2006-01-13,Drama,PG,42647449,54888236,https://image.tmdb.org/t/p/w200/bGRSV5tStxDNPRLCewnOeeiZzrY.jpg
Annapolis,2006-01-27,Drama,PG-13,17127992,22044113,https://image.tmdb.org/t/p/w200/hH6YeqFcihbZsz7iWl6MzQVzL8O.jpg
Roving Mars,2006-01-27,Documentary,G,10407978,12948025,https://image.tmdb.org/t/p/w200/l2SX7melm80fHU0KNYRSwW5KmPg.jpg
Eight Below,2006-02-17,Adventure,PG,81612565,105037235,https://image.tmdb.org/t/p/w200/39hR806Me4wI42LCFcK2LBiCRGW.jpg
The Shaggy Dog,2006-03-10,Comedy,PG,61123569,78667428,https://image.tmdb.org/t/p/w200/tGX3YyPaYMbjiRwR5PjRsJW7GtM.jpg
Stay Alive,2006-03-24,Horror,PG-13,23086480,29712825,https://image.tmdb.org/t/p/w200/hsSJwroE7jugEROB8tmyxJP91Ho.jpg
The Wild,2006-04-14,Adventure,G,37384046,48114115,https://image.tmdb.org/t/p/w200/sxqzaOto1qyUseSg6YpIP9Su5lp.jpg
Stick It,2006-04-28,Comedy,PG-13,26910736,34634731,https://image.tmdb.org/t/p/w200/uMcylxIC7nBpBd8Uf6Apr4MJ1pf.jpg
Goal! The Dream Begins,2006-05-12,Drama,PG,4283255,5512647,https://image.tmdb.org/t/p/w200/9YZhJGoIbJtrjDYbENGhR6f6SZE.jpg
Cars,2006-06-09,Comedy,G,244082982,314140384,https://image.tmdb.org/t/p/w200/2Touk3m5gzsqr1VsvxypdyHY5ci.jpg
Pirates of the Caribbean: Dead Man’…,2006-07-07,Adventure,PG-13,423315812,544817142,https://image.tmdb.org/t/p/w200/uXEqmloGyP7UXAiphJUu2v2pcuE.jpg
Step Up,2006-08-11,Drama,PG-13,65328121,84078780,https://image.tmdb.org/t/p/w200/fmw52kXk2kN8AQil7tgOD41gt4Q.jpg
Invincible,2006-08-25,Drama,PG,57806952,74398864,https://image.tmdb.org/t/p/w200/kDo0gq9gCAMmYF0pSgzGsw68JtQ.jpg
The Guardian,2006-09-29,Action,PG-13,55011732,70801353,https://image.tmdb.org/t/p/w200/zFhFjrckfmdb33VDeRykumMmebU.jpg
The Prestige,2006-10-20,Thriller/Suspense,PG-13,53089891,68289913,https://image.tmdb.org/t/p/w200/bdN3gXuIZYaJP7ftKK2sU0nPtEA.jpg
Tim Burton's The Nightmare Before Chr…,2006-10-20,Musical,PG,24732041,30737517,
The Santa Clause 3: The Escape Clause,2006-11-03,Comedy,G,84500122,108694869,https://image.tmdb.org/t/p/w200/pvaWMSRzRwtcxyHKNLX6phiQp8d.jpg
Déjà Vu,2006-11-22,Thriller/Suspense,PG-13,64038616,82267038,https://image.tmdb.org/t/p/w200/eTX6hklzFOiEVqVukNCEedZKhix.jpg
Apocalypto,2006-12-08,Adventure,R,50866635,64959548,https://image.tmdb.org/t/p/w200/cRY25Q32kDNPFDkFkxAs6bgCq3L.jpg
Primeval,2007-01-12,Adventure,R,10597734,12985302,https://image.tmdb.org/t/p/w200/5ou56J8FIxbIFusR9zIA9GW7zwt.jpg
Bridge to Terabithia,2007-02-16,Drama,PG,82234139,100760721,https://image.tmdb.org/t/p/w200/3xFxGodKPMFLheS8rujFSmLfcq4.jpg
Wild Hogs,2007-03-02,Comedy,PG-13,168213584,206110533,https://image.tmdb.org/t/p/w200/qYyPCZcpNGZwbyBo1gwdCiW5hHC.jpg
Meet the Robinsons,2007-03-30,Adventure,G,97822171,119860589,https://image.tmdb.org/t/p/w200/naya0zF4kT401Sx15AtwB9vpcJr.jpg
The Lookout,2007-03-30,Drama,R,4600585,5637048,https://image.tmdb.org/t/p/w200/iFkgIvLCjnhRJ9FI5xya7ScVc6U.jpg
The Hoax,2007-04-06,Drama,R,7164995,8779196,https://image.tmdb.org/t/p/w200/u5KESAGmNa5NLsSbpHVUDWT4ENR.jpg
The Invisible,2007-04-27,Thriller/Suspense,PG-13,20568319,25202168,https://image.tmdb.org/t/p/w200/vSJloUNJSKWJzQ4RbxBFKOA2p2m.jpg
Pirates of the Caribbean: At World’…,2007-05-24,Adventure,PG-13,309420425,379129960,https://image.tmdb.org/t/p/w200/jGWpG4YhpQwVmjyHEGkxEkeRf0S.jpg
Ratatouille,2007-06-29,Comedy,G,206445654,252955933,https://image.tmdb.org/t/p/w200/t3vaWRPSf6WjDSamIkKDs1iQWna.jpg
Underdog,2007-08-03,Adventure,PG,43760605,53619462,https://image.tmdb.org/t/p/w200/1ghG520eMwpMLTf5M0dVDYC3Lkj.jpg
The Game Plan,2007-09-22,Comedy,PG,90648202,111010758,https://image.tmdb.org/t/p/w200/fcLFvIqCUrhY96mkSmr3okxaMEw.jpg
Dan in Real Life,2007-10-20,Romantic Comedy,PG-13,47642963,58350234,https://image.tmdb.org/t/p/w200/wJkkkG4ditqNzlua0oJzoaICGiz.jpg
Enchanted,2007-11-21,Romantic Comedy,PG,127706877,156074310,https://image.tmdb.org/t/p/w200/8KCNzCArLlvLdQoHx6npua2VSVc.jpg
National Treasure 2: Book of Secrets,2007-12-21,Adventure,PG,219961501,267003525,https://image.tmdb.org/t/p/w200/dc9F1vNOGbgeZrO9ejNkbgHPlfw.jpg
Hannah Montana/Miley Cyrus: Best of B…,2008-02-01,Concert/Performance,G,65281781,76646993,
Step Up 2 the Streets,2008-02-14,Drama,PG-13,58017783,68118371,https://image.tmdb.org/t/p/w200/vYdlRTvA5fneB88NchV3sirzCE1.jpg
